# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Sep 24 14:02:02 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,hostname,pl_letter,default_flag,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_lum,ra,dec,sy_dist,sy_vmag
Kepler-279 d,Kepler-279,d,1,1,3,54.41400000,,3.100,37.50000,,,,1.07,1.10,,287.3912950,42.1948220,1037.4000000,13.6470000
Kepler-28 b,Kepler-28,b,1,1,2,5.91000000,,1.959,1.63000,,,4499.30,0.66,0.68,,292.1370409,42.4294835,438.3590000,15.1300000
Kepler-28 c,Kepler-28,c,1,1,2,8.99000000,,1.857,2.06000,0.017000,,4499.30,0.66,0.68,,292.1370409,42.4294835,438.3590000,15.1300000
Kepler-280 b,Kepler-280,b,1,1,2,2.13954200,0.032000,1.450,,,,5744.00,0.89,,,291.3905325,42.1804735,780.3610000,14.3500000
Kepler-280 c,Kepler-280,c,1,1,2,4.80709100,0.056000,2.010,,,,5744.00,0.89,,,291.3905325,42.1804735,780.3610000,14.3500000
Kepler-281 b,Kepler-281,b,1,1,3,14.64600800,0.117000,2.820,,,,5723.00,0.90,,,294.1081465,44.7706524,1745.4500000,15.9310000
Kepler-281 c,Kepler-281,c,1,1,3,36.33737300,0.215000,5.310,,,,5723.00,0.90,,,294.1081465,44.7706524,1745.4500000,15.9310000
Kepler-281 d,Kepler-281,d,1,1,3,148.27200320,,5.937,,,,5717.00,0.88,0.98,,294.1081465,44.7706524,1745.4500000,15.9310000
Kepler-282 b,Kepler-282,b,1,1,4,9.22052400,0.082000,1.010,,,,5602.00,0.90,,,284.6772402,44.7976401,1337.6100000,15.4440000
Kepler-282 c,Kepler-282,c,1,1,4,13.63872300,0.106000,1.200,,,,5602.00,0.90,,,284.6772402,44.7976401,1337.6100000,15.4440000
Kepler-282 d,Kepler-282,d,1,1,4,24.80600000,,2.460,61.00000,,,,0.89,0.97,,284.6772402,44.7976401,1337.6100000,15.4440000
Kepler-282 e,Kepler-282,e,1,1,4,44.34700000,,3.100,56.20000,,,,0.89,0.97,,284.6772402,44.7976401,1337.6100000,15.4440000
Kepler-283 b,Kepler-283,b,1,1,2,11.00815100,0.082000,2.130,,,,4351.00,0.57,,,293.6137413,47.8389380,468.0940000,16.2160000
Kepler-283 c,Kepler-283,c,1,1,2,92.74371100,0.341000,1.820,,,,4351.00,0.57,,,293.6137413,47.8389380,468.0940000,16.2160000
Kepler-284 b,Kepler-284,b,1,1,2,12.69914900,0.104000,2.240,,,,5615.00,0.81,,,293.1465698,47.7297053,1031.9500000,15.9440000
Kepler-284 c,Kepler-284,c,1,1,2,37.51445600,0.213000,2.610,,,,5615.00,0.81,,,293.1465698,47.7297053,1031.9500000,15.9440000
Kepler-285 b,Kepler-285,b,1,1,2,2.63386700,0.036000,1.340,,,,5411.00,0.81,,,291.3908469,48.0655392,824.3100000,15.1980000
Kepler-285 c,Kepler-285,c,1,1,2,6.18667600,0.064000,1.120,,,,5411.00,0.81,,,291.3908469,48.0655392,824.3100000,15.1980000
Kepler-286 b,Kepler-286,b,1,1,4,1.79630200,0.027000,1.240,,,,5580.00,0.86,,,290.6761874,48.2942362,1226.8500000,15.8630000
Kepler-286 c,Kepler-286,c,1,1,4,3.46809500,0.042000,1.370,,,,5580.00,0.86,,,290.6761874,48.2942362,1226.8500000,15.8630000
Kepler-286 d,Kepler-286,d,1,1,4,5.91432300,0.061000,1.330,,,,5580.00,0.86,,,290.6761874,48.2942362,1226.8500000,15.8630000
Kepler-286 e,Kepler-286,e,1,1,4,29.22128900,0.176000,1.770,,,,5580.00,0.86,,,290.6761874,48.2942362,1226.8500000,15.8630000
Kepler-287 b,Kepler-287,b,1,1,2,20.34219900,0.145000,2.330,,,,5806.00,1.03,,,290.9274282,48.4434588,835.8600000,14.9520000
Kepler-287 c,Kepler-287,c,1,1,2,44.85189600,0.246000,3.260,,,,5806.00,1.03,,,290.9274282,48.4434588,835.8600000,14.9520000
Kepler-288 b,Kepler-288,b,1,1,3,6.09732600,0.065000,1.670,,,,5918.00,1.09,,,288.9163997,39.5947523,1194.1500000,15.2830000
Kepler-288 c,Kepler-288,c,1,1,3,19.30577200,0.140000,2.850,,,,5918.00,1.09,,,288.9163997,39.5947523,1194.1500000,15.2830000
Kepler-288 d,Kepler-288,d,1,1,3,56.63374200,0.287000,2.670,,,,5918.00,1.09,,,288.9163997,39.5947523,1194.1500000,15.2830000
Kepler-289 b,Kepler-289,b,1,1,3,34.53830000,,2.490,3.70000,,,5990.00,1.00,1.08,0.061,297.4653351,42.8828517,704.4380000,14.1420000
Kepler-289 c,Kepler-289,c,1,1,3,125.87230000,,11.230,157.18000,,,5990.00,1.00,1.08,0.061,297.4653351,42.8828517,704.4380000,14.1420000
Kepler-289 d,Kepler-289,d,1,1,3,66.02820000,,3.030,5.33000,,,5990.00,1.00,1.08,0.061,297.4653351,42.8828517,704.4380000,14.1420000
Kepler-29 b,Kepler-29,b,1,1,2,10.33974000,,2.550,5.00000,0.000000,,5378.00,0.73,0.76,,298.3483820,47.4913021,832.5320000,15.5470000
Kepler-29 c,Kepler-29,c,1,1,2,13.28613000,,2.340,4.50000,0.000000,,5378.00,0.73,0.76,,298.3483820,47.4913021,832.5320000,15.5470000
Kepler-290 b,Kepler-290,b,1,1,3,14.58934700,0.110000,2.250,,,,5147.00,0.74,,,286.4100307,42.6815137,694.6270000,15.7750000
Kepler-290 c,Kepler-290,c,1,1,3,36.77031000,0.205000,2.700,,,,5147.00,0.74,,,286.4100307,42.6815137,694.6270000,15.7750000
Kepler-290 d,Kepler-290,d,1,1,3,0.76401755,0.015400,0.860,,0.000000,1589,5142.00,0.76,0.84,,286.4100307,42.6815137,694.6270000,15.7750000
Kepler-291 b,Kepler-291,b,1,1,2,3.54651100,0.047000,2.160,,,,6002.00,1.02,,,287.9163029,42.4372666,1786.4800000,16.2180000
Kepler-291 c,Kepler-291,c,1,1,2,5.70078600,0.065000,1.880,,,,6002.00,1.02,,,287.9163029,42.4372666,1786.4800000,16.2180000
Kepler-292 b,Kepler-292,b,1,1,5,2.58082700,0.035000,1.320,,,,5299.00,0.83,,,295.7661979,42.4242822,1056.4800000,16.3030000
Kepler-292 c,Kepler-292,c,1,1,5,3.71533500,0.045000,1.470,,,,5299.00,0.83,,,295.7661979,42.4242822,1056.4800000,16.3030000
Kepler-292 d,Kepler-292,d,1,1,5,7.05567900,0.068000,2.230,,,,5299.00,0.83,,,295.7661979,42.4242822,1056.4800000,16.3030000
Kepler-292 e,Kepler-292,e,1,1,5,11.97901000,0.097000,2.670,,,,5299.00,0.83,,,295.7661979,42.4242822,1056.4800000,16.3030000
Kepler-292 f,Kepler-292,f,1,1,5,20.83423700,0.141000,2.350,,,,5299.00,0.83,,,295.7661979,42.4242822,1056.4800000,16.3030000
Kepler-293 b,Kepler-293,b,1,1,2,19.25419600,0.144000,3.070,,,,5804.00,0.96,,,286.3580611,42.4064917,974.6330000,15.4520000
Kepler-293 c,Kepler-293,c,1,1,2,54.15574300,0.286000,3.830,,,,5804.00,0.96,,,286.3580611,42.4064917,974.6330000,15.4520000
Kepler-294 b,Kepler-294,b,1,1,2,3.70121200,0.048000,1.770,,,,5913.00,0.98,,,287.3920392,46.0592578,1357.0100000,15.9480000
Kepler-294 c,Kepler-294,c,1,1,2,6.62640000,0.071000,2.710,,,,5913.00,0.98,,,287.3920392,46.0592578,1357.0100000,15.9480000
Kepler-295 b,Kepler-295,b,1,1,3,12.64516400,0.099000,1.220,,,,5603.00,0.90,,,285.3458383,45.3677754,1699.1900000,14.6310000
Kepler-295 c,Kepler-295,c,1,1,3,21.52625800,0.142000,1.170,,,,5603.00,0.90,,,285.3458383,45.3677754,1699.1900000,14.6310000
Kepler-295 d,Kepler-295,d,1,1,3,33.88405400,0.192000,1.360,,,,5603.00,0.90,,,285.3458383,45.3677754,1699.1900000,14.6310000
Kepler-296 b,Kepler-296,b,1,2,5,10.86438400,0.079000,1.610,,0.330000,,3740.00,0.48,0.50,,286.5400278,49.4372614,,16.3630000
Kepler-296 c,Kepler-296,c,1,2,5,5.84163660,0.052100,2.000,,0.330000,,3740.00,0.48,0.50,,286.5400278,49.4372614,,16.3630000
Kepler-296 d,Kepler-296,d,1,2,5,19.85029100,0.118000,2.090,,0.330000,,3740.00,0.48,0.50,,286.5400278,49.4372614,,16.3630000
Kepler-296 e,Kepler-296,e,1,2,5,34.14211000,0.169000,1.530,,0.330000,,3740.00,0.48,0.50,,286.5400278,49.4372614,,16.3630000
Kepler-296 f,Kepler-296,f,1,2,5,63.33627000,0.255000,1.800,,0.330000,,3740.00,0.48,0.50,,286.5400278,49.4372614,,16.3630000
Kepler-297 b,Kepler-297,b,1,1,3,38.87182600,0.217000,2.870,,,,5619.00,0.92,,,283.2091605,48.7776156,692.1400000,14.3260000
Kepler-297 c,Kepler-297,c,1,1,3,74.92013700,0.336000,6.540,,,,5619.00,0.92,,,283.2091605,48.7776156,692.1400000,14.3260000
Kepler-297 d,Kepler-297,d,1,1,3,150.01895110,0.523000,32.600,,0.000000,325,5618.00,0.90,0.85,,283.2091605,48.7776156,692.1400000,14.3260000
Kepler-298 b,Kepler-298,b,1,1,3,10.47546400,0.080000,1.960,,,,4465.00,0.58,,,283.0398448,48.8253303,518.2040000,15.6170000
Kepler-298 c,Kepler-298,c,1,1,3,22.92881000,0.136000,1.930,,,,4465.00,0.58,,,283.0398448,48.8253303,518.2040000,15.6170000
Kepler-298 d,Kepler-298,d,1,1,3,77.47363300,0.305000,2.500,,,,4465.00,0.58,,,283.0398448,48.8253303,518.2040000,15.6170000
Kepler-299 b,Kepler-299,b,1,1,4,2.92712800,0.040000,1.320,,,,5617.00,1.03,,,283.2070156,48.5805222,1052.2400000,15.2320000
Kepler-299 c,Kepler-299,c,1,1,4,6.88587500,0.070000,2.650,,,,5617.00,1.03,,,283.2070156,48.5805222,1052.2400000,15.2320000
Kepler-299 d,Kepler-299,d,1,1,4,15.05478600,0.118000,1.860,,,,5617.00,1.03,,,283.2070156,48.5805222,1052.2400000,15.2320000
Kepler-299 e,Kepler-299,e,1,1,4,38.28548900,0.220000,1.870,,,,5617.00,1.03,,,283.2070156,48.5805222,1052.2400000,15.2320000
Kepler-30 b,Kepler-30,b,1,1,3,29.33434000,0.180000,3.900,11.30000,0.042000,,5498.00,0.95,0.99,,285.2836483,38.9472625,914.2210000,15.7260000
Kepler-30 c,Kepler-30,c,1,1,3,60.32310500,0.300000,12.300,640.00000,0.011100,,5498.00,0.95,0.99,,285.2836483,38.9472625,914.2210000,15.7260000
Kepler-30 d,Kepler-30,d,1,1,3,143.34394000,0.500000,8.800,23.10000,0.022000,,5498.00,0.95,0.99,,285.2836483,38.9472625,914.2210000,15.7260000
Kepler-300 b,Kepler-300,b,1,1,2,10.44634700,0.094000,1.670,,,,5986.00,0.90,,,295.2886934,48.5997243,1098.4500000,14.2500000
Kepler-300 c,Kepler-300,c,1,1,2,40.71495500,0.232000,2.250,,,,5986.00,0.90,,,295.2886934,48.5997243,1098.4500000,14.2500000
Kepler-301 b,Kepler-301,b,1,1,3,2.50855300,0.036000,1.350,,,,5815.00,0.90,,,283.9829040,49.2329512,719.1660000,14.4580000
Kepler-301 c,Kepler-301,c,1,1,3,5.41902600,0.060000,1.350,,,,5815.00,0.90,,,283.9829040,49.2329512,719.1660000,14.4580000
Kepler-301 d,Kepler-301,d,1,1,3,13.75124300,0.112000,1.750,,,,5815.00,0.90,,,283.9829040,49.2329512,719.1660000,14.4580000
Kepler-302 b,Kepler-302,b,1,1,2,30.18410400,0.193000,4.060,,,,5740.00,1.22,,,294.3169307,43.6292436,1402.5800000,15.6940000
Kepler-302 c,Kepler-302,c,1,1,2,127.28218400,0.503000,12.450,,,,5740.00,1.22,,,294.3169307,43.6292436,1402.5800000,15.6940000
Kepler-303 b,Kepler-303,b,1,1,2,1.93705500,0.024000,0.890,,,,3944.00,0.48,,,283.1354742,43.6567036,209.7380000,14.9170000
Kepler-303 c,Kepler-303,c,1,1,2,7.06114900,0.057000,1.140,,,,3944.00,0.48,,,283.1354742,43.6567036,209.7380000,14.9170000
Kepler-304 b,Kepler-304,b,1,1,4,3.29570900,0.039000,2.860,,,,4731.00,0.69,,,294.4418031,40.5575408,434.6840000,15.0650000
Kepler-304 c,Kepler-304,c,1,1,4,5.31594600,0.054000,2.170,,,,4731.00,0.69,,,294.4418031,40.5575408,434.6840000,15.0650000
Kepler-304 d,Kepler-304,d,1,1,4,9.65347100,0.080000,2.750,,,,4731.00,0.69,,,294.4418031,40.5575408,434.6840000,15.0650000
Kepler-304 e,Kepler-304,e,1,1,4,1.49914695,,1.200,,,,4817.00,0.73,0.80,,294.4418031,40.5575408,434.6840000,15.0650000
Kepler-305 b,Kepler-305,b,1,1,4,5.48700000,,3.600,10.50000,,,,0.80,0.76,,299.2242557,40.3431670,868.4770000,15.8510000
Kepler-305 c,Kepler-305,c,1,1,4,8.29100000,,3.300,6.00000,,,,0.80,0.76,,299.2242557,40.3431670,868.4770000,15.8510000
Kepler-305 d,Kepler-305,d,1,1,4,16.74000000,,2.760,6.20000,,,5090.00,0.79,0.83,,299.2242557,40.3431670,868.4770000,15.8510000
Kepler-305 e,Kepler-305,e,1,1,4,3.20538000,,1.794,,,,4974.00,0.83,0.82,-0.423,299.2242557,40.3431670,868.4770000,15.8510000
Kepler-306 b,Kepler-306,b,1,1,4,4.64618600,0.050000,1.520,,,,4954.00,0.72,,,288.5387145,40.6160545,775.6790000,15.5750000
Kepler-306 c,Kepler-306,c,1,1,4,7.24019300,0.067000,2.350,,,,4954.00,0.72,,,288.5387145,40.6160545,775.6790000,15.5750000
Kepler-306 d,Kepler-306,d,1,1,4,17.32664400,0.120000,2.470,,,,4954.00,0.72,,,288.5387145,40.6160545,775.6790000,15.5750000
Kepler-306 e,Kepler-306,e,1,1,4,44.84097500,0.227000,2.270,,,,4954.00,0.72,,,288.5387145,40.6160545,775.6790000,15.5750000
Kepler-307 b,Kepler-307,b,1,1,2,10.42080000,,2.430,7.44000,,,5367.00,0.81,0.91,,297.7950939,40.4176403,575.5810000,14.1490000
Kepler-307 c,Kepler-307,c,1,1,2,13.07290000,,2.200,3.64000,,,5367.00,0.81,0.91,,297.7950939,40.4176403,575.5810000,14.1490000
Kepler-308 b,Kepler-308,b,1,1,2,9.69492800,0.090000,2.120,,,,5895.00,0.94,,,295.7852423,40.4395753,1335.9200000,16.0190000
Kepler-308 c,Kepler-308,c,1,1,2,15.38231000,0.123000,2.160,,,,5895.00,0.94,,,295.7852423,40.4395753,1335.9200000,16.0190000
Kepler-309 b,Kepler-309,b,1,1,2,5.92365300,0.059000,1.560,,,,4713.00,0.72,,,297.5098911,46.9614121,544.5680000,15.4180000
Kepler-309 c,Kepler-309,c,1,1,2,105.35638300,0.401000,2.510,,,,4713.00,0.72,,,297.5098911,46.9614121,544.5680000,15.4180000
Kepler-31 b,Kepler-31,b,1,1,3,20.86130000,0.160000,5.500,,,,6340.00,1.22,1.21,,294.0230229,45.8530535,1664.6400000,15.4960000
Kepler-31 c,Kepler-31,c,1,1,3,42.63180000,0.260000,5.300,1493.70000,,,6340.00,1.22,1.21,,294.0230229,45.8530535,1664.6400000,15.4960000
Kepler-31 d,Kepler-31,d,1,1,3,87.64510000,0.400000,3.900,2161.24400,,,6340.00,1.22,1.21,,294.0230229,45.8530535,1664.6400000,15.4960000
Kepler-310 b,Kepler-310,b,1,1,3,13.93069800,0.111000,1.190,,,,5797.00,0.88,,,288.8392780,46.9867472,602.2680000,14.3760000
Kepler-310 c,Kepler-310,c,1,1,3,56.47542000,0.281000,3.380,,,,5797.00,0.88,,,288.8392780,46.9867472,602.2680000,14.3760000
Kepler-310 d,Kepler-310,d,1,1,3,92.87612500,0.392000,2.470,,,,5797.00,0.88,,,288.8392780,46.9867472,602.2680000,14.3760000
Kepler-311 b,Kepler-311,b,1,1,3,9.17609200,0.087000,1.700,,,,5905.00,1.19,,,282.0612731,47.0854984,778.6540000,13.9020000
Kepler-311 c,Kepler-311,c,1,1,3,19.73828600,0.145000,1.430,,,,5905.00,1.19,,,282.0612731,47.0854984,778.6540000,13.9020000
Kepler-311 d,Kepler-311,d,1,1,3,232.04032600,0.732600,2.050,,0.000000,327,5903.00,1.16,0.97,,282.0612731,47.0854984,778.6540000,13.9020000
Kepler-312 b,Kepler-312,b,1,1,2,1.77241900,0.031000,1.290,,,,6115.00,1.47,,,298.3957687,42.4597712,797.7200000,13.0100000
Kepler-312 c,Kepler-312,c,1,1,2,19.74741200,0.153000,3.150,,,,6115.00,1.47,,,298.3957687,42.4597712,797.7200000,13.0100000
Kepler-313 b,Kepler-313,b,1,1,2,14.97041800,0.125000,2.530,,,,5727.00,1.54,,,298.2948708,48.7754000,,14.3040000
Kepler-313 c,Kepler-313,c,1,1,2,32.27327300,0.208000,2.570,,,,5727.00,1.54,,,298.2948708,48.7754000,,14.3040000
Kepler-314 b,Kepler-314,b,1,1,2,2.46106900,0.035000,0.830,,,,5378.00,0.95,,,294.6741507,42.0756037,268.8810000,12.6400000
Kepler-314 c,Kepler-314,c,1,1,2,5.96039200,0.064000,2.900,,,,5378.00,0.95,,,294.6741507,42.0756037,268.8810000,12.6400000
Kepler-315 b,Kepler-315,b,1,1,2,96.10114100,0.402000,3.770,,,,5796.00,1.04,,,298.0230967,43.3634761,1160.6300000,15.5460000
Kepler-315 c,Kepler-315,c,1,1,2,265.46933500,0.791000,4.150,,,,5796.00,1.04,,,298.0230967,43.3634761,1160.6300000,15.5460000
Kepler-316 b,Kepler-316,b,1,1,2,2.24050800,0.027000,1.060,,,,4204.00,0.52,,,290.8258350,44.1838993,384.9380000,15.8100000
Kepler-316 c,Kepler-316,c,1,1,2,6.82776600,0.058000,1.160,,,,4204.00,0.52,,,290.8258350,44.1838993,384.9380000,15.8100000
Kepler-317 b,Kepler-317,b,1,1,2,5.52424200,0.061000,2.090,,,,5497.00,0.94,,,294.9438822,39.0320499,940.5840000,15.6650000
Kepler-317 c,Kepler-317,c,1,1,2,8.77501000,0.083000,1.720,,,,5497.00,0.94,,,294.9438822,39.0320499,940.5840000,15.6650000
Kepler-318 b,Kepler-318,b,1,1,2,4.66271500,0.056000,4.710,,,,5746.00,1.19,,,298.4828337,46.7936357,489.1410000,13.4420000
Kepler-318 c,Kepler-318,c,1,1,2,11.81500700,0.105000,3.680,,,,5746.00,1.19,,,298.4828337,46.7936357,489.1410000,13.4420000
Kepler-319 b,Kepler-319,b,1,1,3,4.36270500,0.051000,1.630,,,,5526.00,0.90,,,288.8119782,39.7706431,503.4360000,13.9260000
Kepler-319 c,Kepler-319,c,1,1,3,6.94135700,0.069000,2.630,,,,5526.00,0.90,,,288.8119782,39.7706431,503.4360000,13.9260000
Kepler-319 d,Kepler-319,d,1,1,3,31.78192500,0.191000,2.290,,,,5526.00,0.90,,,288.8119782,39.7706431,503.4360000,13.9260000
Kepler-32 b,Kepler-32,b,1,1,5,5.90124000,0.050000,2.200,1303.00000,,,3900.00,0.53,0.58,,297.8423073,46.5743595,323.8470000,16.3600000
Kepler-32 c,Kepler-32,c,1,1,5,8.75220000,0.090000,2.000,158.90000,,,3900.00,0.53,0.58,,297.8423073,46.5743595,323.8470000,16.3600000
Kepler-32 d,Kepler-32,d,1,1,5,22.78020000,0.130000,2.700,,,,3900.00,0.53,0.58,,297.8423073,46.5743595,323.8470000,16.3600000
Kepler-32 e,Kepler-32,e,1,1,5,2.89600000,0.033000,1.500,,,,3900.00,0.53,0.58,,297.8423073,46.5743595,323.8470000,16.3600000
Kepler-32 f,Kepler-32,f,1,1,5,0.74296000,0.013000,0.820,,,,3900.00,0.53,0.58,,297.8423073,46.5743595,323.8470000,16.3600000
Kepler-320 b,Kepler-320,b,1,1,2,8.37155400,0.085000,1.140,,,,6435.00,1.11,,,293.2135155,46.1751457,826.6130000,13.4940000
Kepler-320 c,Kepler-320,c,1,1,2,17.93493700,0.142000,1.370,,,,6435.00,1.11,,,293.2135155,46.1751457,826.6130000,13.4940000
Kepler-321 b,Kepler-321,b,1,1,2,4.91537900,0.057000,1.770,,,,5740.00,1.19,,,294.4536991,44.1457626,384.5420000,12.9180000
Kepler-321 c,Kepler-321,c,1,1,2,13.09392100,0.110000,2.320,,,,5740.00,1.19,,,294.4536991,44.1457626,384.5420000,12.9180000
Kepler-322 b,Kepler-322,b,1,1,2,1.65388800,0.027000,1.010,,,,5388.00,0.89,,,281.3487514,44.2952525,400.4800000,13.6870000
Kepler-322 c,Kepler-322,c,1,1,2,4.33723400,0.051000,1.670,,,,5388.00,0.89,,,281.3487514,44.2952525,400.4800000,13.6870000
Kepler-323 b,Kepler-323,b,1,1,2,1.67832800,0.027780,1.381,3.90000,0.095000,1838,6004.00,1.12,1.01,,291.3822988,38.1274595,454.8830000,12.7800000
Kepler-323 c,Kepler-323,c,1,1,2,3.55382290,0.045800,1.570,6.80000,0.095000,1431,6004.00,1.12,1.01,,291.3822988,38.1274595,454.8830000,12.7800000
Kepler-324 b,Kepler-324,b,1,1,4,4.38531500,0.050000,1.140,,,,5194.00,0.84,,,286.4714473,49.6490933,501.5740000,14.2220000
Kepler-324 c,Kepler-324,c,1,1,4,51.80561200,0.260000,3.150,,,,5194.00,0.84,,,286.4714473,49.6490933,501.5740000,14.2220000
Kepler-324 e,Kepler-324,e,1,1,4,13.97939968,,2.039,,,,5191.00,0.83,0.84,,286.4714473,49.6490933,501.5740000,14.2220000
Kepler-325 b,Kepler-325,b,1,1,3,4.54443900,0.053000,2.910,,,,5752.00,1.00,,,289.8354219,49.8256070,823.2420000,15.1750000
Kepler-325 c,Kepler-325,c,1,1,3,12.76217200,0.105000,2.540,,,,5752.00,1.00,,,289.8354219,49.8256070,823.2420000,15.1750000
Kepler-325 d,Kepler-325,d,1,1,3,38.71518500,0.220000,2.790,,,,5752.00,1.00,,,289.8354219,49.8256070,823.2420000,15.1750000
Kepler-326 b,Kepler-326,b,1,1,3,2.24832900,0.032000,1.520,,,,5105.00,0.80,,,294.3255898,46.0022646,487.6750000,13.7340000
Kepler-326 c,Kepler-326,c,1,1,3,4.58035800,0.051000,1.400,,,,5105.00,0.80,,,294.3255898,46.0022646,487.6750000,13.7340000
Kepler-326 d,Kepler-326,d,1,1,3,6.76688800,0.066000,1.210,,,,5105.00,0.80,,,294.3255898,46.0022646,487.6750000,13.7340000
Kepler-327 b,Kepler-327,b,1,1,3,2.54957500,0.029000,1.110,,,,3799.00,0.49,,,292.6422963,44.0876251,241.9870000,15.6110000
Kepler-327 c,Kepler-327,c,1,1,3,5.21233300,0.047000,1.030,,,,3799.00,0.49,,,292.6422963,44.0876251,241.9870000,15.6110000
Kepler-327 d,Kepler-327,d,1,1,3,13.96945700,0.090000,1.730,,,,3799.00,0.49,,,292.6422963,44.0876251,241.9870000,15.6110000
Kepler-328 b,Kepler-328,b,1,1,2,34.92100000,,2.300,28.50000,,,,1.06,1.15,,295.8092756,40.0084866,2213.1900000,15.7940000
Kepler-328 c,Kepler-328,c,1,1,2,71.31200000,,5.400,39.40000,,,,1.06,1.15,,295.8092756,40.0084866,2213.1900000,15.7940000
Kepler-329 b,Kepler-329,b,1,1,2,7.41639700,0.061000,1.400,,,,4257.00,0.52,,,299.2681646,45.2272852,439.7190000,15.8860000
Kepler-329 c,Kepler-329,c,1,1,2,18.68473700,0.113000,1.930,,,,4257.00,0.52,,,299.2681646,45.2272852,439.7190000,15.8860000
Kepler-33 b,Kepler-33,b,1,1,5,5.66793000,0.067700,1.740,,0.000000,,5904.00,1.82,1.29,0.556,289.0775348,46.0051696,1209.1600000,14.0990000
Kepler-33 c,Kepler-33,c,1,1,5,13.17562000,0.118900,3.200,,0.000000,,5904.00,1.82,1.29,0.556,289.0775348,46.0051696,1209.1600000,14.0990000
Kepler-33 d,Kepler-33,d,1,1,5,21.77596000,0.166200,5.350,,0.000000,,5904.00,1.82,1.29,0.556,289.0775348,46.0051696,1209.1600000,14.0990000
Kepler-33 e,Kepler-33,e,1,1,5,31.78440000,0.213800,4.020,,0.000000,,5904.00,1.82,1.29,0.556,289.0775348,46.0051696,1209.1600000,14.0990000
Kepler-33 f,Kepler-33,f,1,1,5,41.02902000,0.253500,4.460,,0.000000,,5904.00,1.82,1.29,0.556,289.0775348,46.0051696,1209.1600000,14.0990000
Kepler-330 b,Kepler-330,b,1,1,2,8.25978000,0.075000,1.350,,,,5117.00,0.72,,,288.4474035,44.8017616,717.5270000,15.5690000
Kepler-330 c,Kepler-330,c,1,1,2,15.95538700,0.116000,1.950,,,,5117.00,0.72,,,288.4474035,44.8017616,717.5270000,15.5690000
Kepler-331 b,Kepler-331,b,1,1,3,8.45749600,0.065000,1.820,,,,4347.00,0.49,,,291.8343455,39.3073462,580.1190000,16.1990000
Kepler-331 c,Kepler-331,c,1,1,3,17.28111000,0.105000,1.840,,,,4347.00,0.49,,,291.8343455,39.3073462,580.1190000,16.1990000
Kepler-331 d,Kepler-331,d,1,1,3,32.13432800,0.159000,1.640,,,,4347.00,0.49,,,291.8343455,39.3073462,580.1190000,16.1990000
Kepler-332 b,Kepler-332,b,1,1,3,7.62632400,0.070000,1.170,,,,4955.00,0.72,,,286.6627811,47.4136938,344.1900000,14.2430000
Kepler-332 c,Kepler-332,c,1,1,3,15.99562200,0.114000,1.090,,,,4955.00,0.72,,,286.6627811,47.4136938,344.1900000,14.2430000
Kepler-332 d,Kepler-332,d,1,1,3,34.21154000,0.189000,1.180,,,,4955.00,0.72,,,286.6627811,47.4136938,344.1900000,14.2430000
Kepler-333 b,Kepler-333,b,1,2,2,12.55115800,0.087000,1.320,,,,4259.00,0.53,,,292.2861201,40.9135429,324.4130000,15.0520000
Kepler-333 c,Kepler-333,c,1,2,2,24.08821000,0.135000,1.110,,,,4259.00,0.53,,,292.2861201,40.9135429,324.4130000,15.0520000
Kepler-334 b,Kepler-334,b,1,1,3,5.47031900,0.061000,1.120,,,,5828.00,1.07,,,287.1406177,47.1151153,426.5900000,12.8340000
Kepler-334 c,Kepler-334,c,1,1,3,12.75800500,0.107000,1.430,,,,5828.00,1.07,,,287.1406177,47.1151153,426.5900000,12.8340000
Kepler-334 d,Kepler-334,d,1,1,3,25.09849000,0.168000,1.410,,,,5828.00,1.07,,,287.1406177,47.1151153,426.5900000,12.8340000
Kepler-335 b,Kepler-335,b,1,1,2,6.56233100,0.075000,3.390,,,,5877.00,1.85,,,296.0642944,45.4285986,1278.9700000,14.1110000
Kepler-335 c,Kepler-335,c,1,1,2,67.84446900,0.356000,3.070,,,,5877.00,1.85,,,296.0642944,45.4285986,1278.9700000,14.1110000
